sample,configuration,F_kch_peak_N,F_chv1_peak_N,a_peak_m_s2,j_peak_m_s3,P_peak_W,P_mean_W,u1_peak_m
233,rigid,43959.794387982656,0.0,2.3336684396773535,20.669696717298223,92300.00000000001,77332.7803037918,0.0
233,compliant,41216.7529639522,12058.00011794387,2.3997971834138525,30.018151919994096,92300.00000000001,78352.07989782203,0.062287079781087815
234,rigid,46817.825853268936,0.0,2.329224717399029,21.889197892473106,92300.00000000001,77719.60287423187,0.0
234,compliant,41684.703143482846,11208.562379512965,2.3189715998594806,32.684396331556826,92300.00000000001,78812.34036582222,0.05496153748752694
235,rigid,46183.349441619874,0.0,2.3253159277820146,21.67008785446302,92300.00000000001,77635.03115902342,0.0
235,compliant,41659.5818096291,11347.070546549548,2.3439932320711705,32.21201101620963,92300.00000000001,78701.38054384108,0.05733422716868136
236,rigid,43944.98736336654,0.0,2.328110874659785,20.705950453930967,92300.00000000001,77341.78442710011,0.0
236,compliant,41390.5531496132,12101.248967627354,2.394349766311109,30.118480969655423,92300.00000000001,78373.69846800789,0.06390650314897989
237,rigid,46545.40187762915,0.0,2.329545832272288,21.78460862108747,92300.00000000001,77677.93195893362,0.0
237,compliant,41753.57978613699,11059.174355642534,2.351316325858761,32.48823175901035,92300.00000000001,79001.41261915413,0.0565882634308552
238,rigid,44539.12478367876,0.0,2.2829348054590923,21.30051245362614,92300.00000000001,77509.5767607409,0.0
238,compliant,41413.20869317299,11626.845157596032,2.37270493964013,31.39589286144823,92300.00000000001,78320.17017966873,0.055301019461822254
239,rigid,46904.00032312833,0.0,2.327999325221981,21.92949637407321,92300.00000000001,77735.65569873172,0.0
239,compliant,41664.934127708104,11022.970199280515,2.32251428470056,32.81750107267845,92300.00000000001,78868.83783358574,0.05638338159528108
240,rigid,43926.218400279016,0.0,2.3207719084022074,20.753577888944534,92300.00000000001,77353.79585137048,0.0
240,compliant,41119.17847263059,11634.986913875056,2.408775276781512,30.26000974216464,92300.00000000001,78720.40326762409,0.05808017092014839
241,rigid,43927.85894073789,0.0,2.3214732772999582,20.748923367646256,92300.00000000001,77352.61917886138,0.0
241,compliant,41378.01389655679,11981.058134819565,2.3911516493893714,30.194215355409398,92300.00000000001,78499.26549296932,0.05653965652636697
242,rigid,43887.39195688772,0.0,2.262037819578211,21.17782963864201,92300.00000000001,77471.14347085693,0.0
242,compliant,41480.67246304994,11234.387074879749,2.405839995131487,31.19796208913266,92300.00000000001,78940.66132072684,0.0621412722446094
243,rigid,43958.499556706076,0.0,2.264350000526406,21.190668605789227,92300.00000000001,77475.21702072502,0.0
243,compliant,41718.683667167716,11621.381764723801,2.383472784692458,31.18959158798637,92300.00000000001,78706.94831734638,0.06357062376248392
244,rigid,43876.12369261417,0.0,2.303812455251773,20.86036359814142,92300.00000000001,77381.13303494896,0.0
244,compliant,41355.444906101366,11588.856386677262,2.4037538821845033,30.484092357584927,92300.00000000001,78859.88131585218,0.059974638363258094
245,rigid,43724.496336367636,0.0,2.259229755410786,21.13072473483581,92300.00000000001,77456.2542025639,0.0
245,compliant,41588.17339787922,11607.24602783856,2.391056788285141,31.074069118516434,92300.00000000001,78642.297041833,0.06030350583359059
246,rigid,46794.69445885635,0.0,2.329436669238362,21.87931433712464,92300.00000000001,77715.59333059684,0.0
246,compliant,41605.61073618678,11143.657460418706,2.3204870157521214,32.690389120282305,92300.00000000001,78756.20792453646,0.055124845157765986
247,rigid,44437.472156541975,0.0,2.2797534804444126,21.280441865279272,92300.00000000001,77503.35521753832,0.0
247,compliant,41541.79870604537,11628.509221606535,2.372133176201203,31.375640603689106,92300.00000000001,78397.43094818518,0.058940363636545985
248,rigid,43905.89994941663,0.0,2.3136768044233804,20.79823939580217,92300.00000000001,77365.2390041639,0.0
248,compliant,41312.17503756609,11871.741395224193,2.4011654346962246,30.32799895628625,92300.00000000001,78551.7074400134,0.06006599335916929
249,rigid,45470.20170878449,0.0,2.3096929597191433,21.49277419666558,92300.00000000001,77572.48923475589,0.0
249,compliant,41520.00678175781,11435.277367637285,2.360923820877929,31.83267528350075,92300.00000000001,78624.9291618423,0.05300175458551451
